id,purch_date,customer_num,product_num,amount,paid
1494,2019-08-06,809,28,10,282.4
1495,2019-08-06,741,60,3,123.66
1496,2019-08-06,806,4,5,340.8
1497,2019-08-06,33,2,2,171.48
1498,2019-08-06,145,56,15,307.95
1499,2019-08-06,471,60,3,123.66
1500,2019-08-06,676,49,19,785.08
1501,2019-08-06,524,10,15,1334.85
1502,2019-08-06,681,30,15,344.4
1503,2019-08-06,864,18,20,1126.6
1504,2019-08-06,357,2,3,257.22
1505,2019-08-06,304,15,10,141.3
1506,2019-08-06,313,59,12,891.36
1507,2019-08-06,199,9,5,150.05
1508,2019-08-06,730,53,11,814.66
1509,2019-08-06,447,26,19,895.85
1510,2019-08-06,485,5,16,1384.32
1511,2019-08-06,3,20,16,1392.8
1512,2019-08-06,483,6,8,793.76
1513,2019-08-06,790,5,16,1398.24
1514,2019-08-06,85,58,1,73.05
1515,2019-08-06,961,52,6,592.44
1516,2019-08-06,36,34,13,1294.02
1517,2019-08-06,222,16,2,102.02
1518,2019-08-06,866,48,9,330.03
1519,2019-08-06,797,10,9,800.91
1520,2019-08-06,831,58,6,376.92
1521,2019-08-06,261,51,19,1431.08
1522,2019-08-06,468,29,16,947.68
1523,2019-08-06,404,18,1,43.37
1524,2019-08-06,297,45,9,411.93
1525,2019-08-06,4,12,5,212.8
1526,2019-08-06,207,5,14,1223.46
1527,2019-08-06,414,16,2,110.9
1528,2019-08-06,602,38,11,241.78
1529,2019-08-06,441,28,18,508.32
1530,2019-08-06,474,10,5,444.95
1531,2019-08-06,623,55,5,42.75
1532,2019-08-06,351,42,17,1487.67
1533,2019-08-06,740,34,7,696.78
1534,2019-08-06,55,58,5,365.25
1535,2019-09-03,598,19,13,264.16
1536,2019-09-03,842,11,15,322.05
1537,2019-09-03,963,12,14,595.84
1538,2019-09-03,858,56,14,215.6
1539,2019-09-03,183,51,5,376.6
1540,2019-09-03,824,37,10,619.9
1541,2019-09-03,878,10,11,978.89
1542,2019-09-03,486,44,13,398.71
1543,2019-09-03,104,27,2,50.26
1544,2019-09-03,127,46,10,613.4
1545,2019-09-03,591,26,6,505.2
1546,2019-09-03,152,5,14,844.2
1547,2019-09-03,248,45,18,823.86
1548,2019-09-03,748,47,7,175.91
1549,2019-09-03,783,44,16,397.44
1550,2019-09-03,940,44,18,552.06
1551,2019-09-03,240,13,9,179.1
1552,2019-09-03,37,52,14,981.54
1553,2019-09-03,816,57,2,137.26
1554,2019-09-03,624,28,2,37.28
1555,2019-09-03,307,38,4,87.92
1556,2019-09-03,828,20,17,1479.85
1557,2019-09-03,160,53,13,962.78
1558,2019-09-03,943,9,12,360.12
1559,2019-09-03,995,49,16,1001.6
1560,2019-09-03,314,34,3,298.62
1561,2019-09-03,618,60,19,783.18
1562,2019-09-03,383,58,13,949.65
1563,2019-09-03,655,50,14,519.54
1564,2019-09-03,24,32,3,276.99
1565,2019-09-03,610,9,11,198.11
1566,2019-09-03,5,57,12,749.4
1567,2019-09-03,229,32,5,461.65
1568,2019-09-03,791,43,18,402.84
1569,2019-09-03,554,10,6,443.16
1570,2019-09-03,874,4,20,1363.2
1571,2019-09-03,248,46,11,364.32
1572,2019-09-03,400,14,9,760.41
1573,2019-09-03,912,6,9,830.43
1574,2019-09-03,903,37,4,183.48
1575,2019-09-03,265,32,4,295.44
1576,2019-09-03,75,18,2,112.66
1577,2019-09-03,931,20,1,87.05
1578,2019-09-03,962,53,13,962.78
1579,2019-09-03,703,15,8,64.4
1580,2019-09-03,374,30,4,91.84
1581,2019-09-03,609,27,3,142.23
1582,2019-09-03,129,12,18,766.08
1583,2019-09-03,335,40,18,1427.58
1584,2019-09-03,801,23,15,244.05
1585,2019-09-03,745,60,6,247.32
1586,2019-09-03,823,13,17,338.3
1587,2019-09-03,916,50,15,959.7
1588,2019-09-03,90,56,13,200.2
1589,2019-09-03,845,17,4,133.76
1590,2019-09-03,998,25,16,1179.2
1591,2019-09-03,476,47,2,96.64
1592,2019-09-04,28,48,9,330.03
1593,2019-09-04,792,16,16,887.2
1594,2019-09-04,318,3,13,850.2
1595,2019-09-04,966,9,20,600.2
1596,2019-09-04,2,20,2,174.1
1597,2019-09-04,453,3,2,130.8
1598,2019-09-04,878,2,6,514.44
1599,2019-09-04,317,26,10,842.0
1600,2019-09-04,118,15,15,211.95
1601,2019-09-04,634,20,13,1131.65
1602,2019-09-04,282,22,16,867.68
1603,2019-09-04,822,15,11,155.43
1604,2019-09-04,646,15,12,115.32
1605,2019-09-04,237,51,17,832.32
1606,2019-09-04,755,24,17,531.42
1607,2019-09-04,73,53,5,370.3
1608,2019-09-04,150,3,12,784.8
1609,2019-09-04,326,41,10,653.5
1610,2019-09-04,756,32,20,1809.6
1611,2019-09-04,685,11,6,128.82
1612,2019-09-04,614,34,19,1891.26
1613,2019-09-04,589,12,2,85.12
1614,2019-09-04,291,12,14,595.84
1615,2019-09-04,816,36,4,55.32
1616,2019-09-04,270,23,10,113.9
1617,2019-09-04,127,45,11,392.7
1618,2019-09-04,37,3,19,1242.6
1619,2019-09-04,795,32,9,830.97
1620,2019-09-04,235,38,2,41.76
1621,2019-09-04,495,59,9,668.52
1622,2019-09-04,87,56,6,123.18
1623,2019-09-04,818,49,8,340.56
1624,2019-09-04,679,42,16,1400.16
1625,2019-09-04,922,15,2,16.1
1626,2019-09-04,72,38,8,175.84
1627,2019-09-04,689,29,11,651.53
1628,2019-09-04,143,10,20,1779.8
1629,2019-09-04,349,44,20,613.4
1630,2019-09-04,411,22,6,361.56
1631,2019-09-04,872,30,3,68.88
1632,2019-09-04,572,53,3,222.18
1633,2019-09-04,634,36,13,118.69
1634,2019-09-04,698,1,4,25.44
1635,2019-09-04,40,59,9,668.52
1636,2019-09-04,121,24,11,343.86
1637,2019-09-04,142,31,13,420.55
1638,2019-09-04,694,24,19,593.94
1639,2019-09-04,673,25,4,294.8
1640,2019-09-04,275,5,19,1295.04
1641,2019-09-04,839,12,15,638.4
1642,2019-09-04,302,39,5,112.35
1643,2019-09-04,266,24,5,156.3
1644,2019-09-04,247,25,13,958.1
1645,2019-09-04,205,24,3,88.14
1646,2019-09-04,947,55,14,119.7
1647,2019-09-04,385,29,4,236.92
1648,2019-09-04,604,12,6,227.28
1649,2019-09-04,111,53,11,814.66
1650,2019-09-04,431,56,9,184.77
1651,2019-09-04,212,31,15,836.55
1652,2019-09-04,989,3,9,588.6
1653,2019-09-04,616,48,9,244.26
1654,2019-09-04,167,51,10,753.2
1655,2019-09-04,189,27,19,900.79
1656,2019-09-04,957,58,10,730.5
1657,2019-09-04,272,21,7,551.04
1658,2019-09-04,93,46,2,122.68
1659,2019-09-04,544,25,14,722.26
1660,2019-09-05,106,23,11,178.97
1661,2019-09-05,962,35,2,191.36
1662,2019-09-05,256,39,19,654.55
1663,2019-09-05,724,30,10,229.6
1664,2019-09-05,466,8,6,253.14
1665,2019-09-05,235,27,13,616.33
1666,2019-09-05,942,31,4,223.08
1667,2019-09-05,579,46,16,785.12
1668,2019-09-05,626,38,5,109.9
1669,2019-09-05,503,4,2,136.32
1670,2019-09-05,237,5,7,611.73
1671,2019-09-05,906,23,19,194.75
1672,2019-09-05,692,14,11,1093.4
1673,2019-09-05,725,54,7,264.53
1674,2019-09-05,860,60,12,479.76
1675,2019-09-05,402,44,4,122.68
1676,2019-09-05,733,16,4,221.8
1677,2019-09-05,30,39,19,711.55
1678,2019-09-05,92,41,7,457.45
1679,2019-09-05,379,35,4,206.68
1680,2019-09-05,3,52,3,168.84
1681,2019-09-05,377,30,7,160.72
1682,2019-09-05,473,38,19,417.62
1683,2019-09-05,689,8,20,843.8
1684,2019-09-05,326,1,15,95.4
1685,2019-09-05,188,46,16,579.04
1686,2019-09-05,723,49,9,563.4
1687,2019-09-05,755,22,15,903.9
1688,2019-09-05,345,18,1,56.33
1689,2019-09-05,945,57,13,892.19
1690,2019-09-05,201,43,9,366.21
1691,2019-09-05,869,18,19,1070.27
1692,2019-09-05,582,25,3,179.1
1693,2019-09-05,2,11,5,107.35
1694,2019-09-05,992,6,1,74.42
1695,2019-09-05,331,22,14,843.64
1696,2019-09-06,821,36,8,110.64
1697,2019-09-06,709,24,11,343.86
1698,2019-09-06,986,11,12,257.64
1699,2019-09-06,736,18,7,394.31
1700,2019-09-06,131,23,5,81.35
1701,2019-09-06,508,2,11,556.49
1702,2019-09-06,343,56,15,307.95
1703,2019-09-06,895,32,8,738.64
1704,2019-09-06,578,34,14,1393.56
1705,2019-09-06,199,2,11,943.14
1706,2019-09-06,475,27,7,331.87
1707,2019-09-06,749,29,6,355.38
1708,2019-09-06,772,24,3,93.78
1709,2019-09-06,224,7,4,55.32
1710,2019-09-06,199,43,3,104.97
1711,2019-09-06,50,21,8,723.84
1712,2019-09-06,986,7,7,89.04
1713,2019-09-06,156,3,14,915.6
1714,2019-09-06,253,51,13,979.16
1715,2019-09-06,69,1,12,76.32
1716,2019-09-06,998,17,5,168.9
1717,2019-09-06,155,13,11,218.9
1718,2019-09-06,663,19,8,120.56
1719,2019-09-06,329,56,17,349.01
1720,2019-09-06,119,44,16,392.64
1721,2019-09-06,670,20,15,1305.75
1722,2019-09-06,183,42,2,175.02
1723,2019-09-06,156,40,20,1586.2
1724,2019-09-06,227,11,16,343.52
1725,2019-09-06,864,28,15,423.6
1726,2019-09-06,685,11,7,81.13
1727,2019-09-06,342,17,3,101.34
1728,2019-10-03,76,44,7,214.69
1729,2019-10-03,710,43,16,651.04
1730,2019-10-03,172,58,1,73.05
1731,2019-10-03,908,59,17,1262.76
1732,2019-10-03,379,53,20,1244.2
1733,2019-10-03,405,58,20,1461.0
1734,2019-10-03,811,6,12,1190.64
1735,2019-10-03,121,19,6,135.6
1736,2019-10-03,673,38,15,329.7
1737,2019-10-03,474,34,10,995.4
1738,2019-10-03,487,44,12,368.04
1739,2019-10-03,152,51,5,256.1
1740,2019-10-03,893,43,7,284.83
1741,2019-10-03,500,52,16,1579.84
1742,2019-10-03,414,16,2,78.74
1743,2019-10-03,503,40,8,634.48
1744,2019-10-03,242,55,8,68.4
1745,2019-10-03,399,44,13,398.71
1746,2019-10-03,154,4,4,272.64
1747,2019-10-03,788,32,6,293.58
1748,2019-10-03,664,60,15,618.3
1749,2019-10-03,652,24,15,271.95
1750,2019-10-03,107,9,18,540.18
1751,2019-10-03,643,42,7,612.57
1752,2019-10-03,416,57,3,205.89
1753,2019-10-03,69,16,9,499.05
1754,2019-10-03,676,56,6,91.14
1755,2019-10-03,210,13,17,338.3
1756,2019-10-03,910,55,7,59.85
1757,2019-10-03,157,4,10,681.6
1758,2019-10-03,187,59,19,1411.32
1759,2019-10-03,376,12,12,469.92
1760,2019-10-03,877,17,11,371.58
1761,2019-10-03,282,58,2,102.28
1762,2019-10-03,987,34,19,1891.26
1763,2019-10-03,601,30,14,321.44
1764,2019-10-03,248,29,3,177.69
1765,2019-10-03,720,6,14,1389.08
1766,2019-10-03,437,52,8,789.92
1767,2019-10-03,44,43,9,366.21
1768,2019-10-03,661,14,18,1789.2
1769,2019-10-03,309,33,12,986.64
1770,2019-10-03,667,16,4,221.8
1771,2019-10-03,710,55,8,68.4
1772,2019-10-03,519,16,9,499.05
1773,2019-10-03,279,27,6,244.62
1774,2019-10-03,904,52,11,586.52
1775,2019-10-03,449,38,5,109.9
1776,2019-10-03,526,18,3,168.99
1777,2019-10-03,119,33,17,1397.74
1778,2019-10-03,511,52,11,1086.14
1779,2019-10-03,747,58,5,365.25
1780,2019-10-03,529,2,17,1457.58
1781,2019-10-04,550,24,1,19.69
1782,2019-10-04,846,23,12,195.24
1783,2019-10-04,956,17,17,574.26
1784,2019-10-04,47,5,19,1643.88
1785,2019-10-04,825,6,18,928.62
1786,2019-10-04,604,44,15,460.05
1787,2019-10-04,810,57,12,823.56
1788,2019-10-04,604,3,18,1177.2
1789,2019-10-04,512,29,1,59.23
1790,2019-10-04,198,2,4,336.12
1791,2019-10-04,879,41,6,392.1
1792,2019-10-04,994,19,3,68.49
1793,2019-10-04,44,45,20,915.4
1794,2019-10-04,696,39,14,524.3
1795,2019-10-04,556,33,18,1479.96
1796,2019-10-04,592,41,13,849.55
1797,2019-10-04,111,34,9,895.86
1798,2019-10-04,389,30,15,344.4
1799,2019-10-04,581,1,2,12.72
1800,2019-10-04,290,9,3,68.43
1801,2019-10-04,867,25,14,567.56
1802,2019-10-04,638,6,5,496.1
1803,2019-10-04,126,4,5,340.8
1804,2019-10-04,70,37,10,619.9
1805,2019-10-04,503,48,11,403.37
1806,2019-10-04,247,4,13,886.08
1807,2019-10-04,917,19,2,42.92
1808,2019-10-04,763,58,8,572.72
1809,2019-10-04,50,53,9,666.54
1810,2019-10-04,887,56,4,55.84
1811,2019-10-04,9,12,16,510.72
1812,2019-10-04,422,19,14,249.34
1813,2019-10-04,556,47,12,579.84
1814,2019-10-04,768,34,2,199.08
1815,2019-10-04,109,36,1,13.83
1816,2019-10-04,470,40,20,1586.2
1817,2019-10-04,806,11,2,42.94
1818,2019-10-04,147,18,19,1070.27
1819,2019-10-04,483,37,9,557.91
1820,2019-10-04,79,9,14,420.14
1821,2019-10-04,44,5,16,1398.24
1822,2019-10-04,922,8,7,295.33
1823,2019-10-04,849,36,4,45.36
1824,2019-10-04,262,58,15,1095.75
1825,2019-10-04,809,58,12,876.6
1826,2019-10-04,948,19,1,22.83
1827,2019-10-04,184,28,5,125.65
1828,2019-10-05,58,10,17,1512.83
1829,2019-10-05,80,10,4,355.96
1830,2019-10-05,388,23,5,81.35
1831,2019-10-05,546,28,19,536.56
1832,2019-10-05,166,22,13,783.38
1833,2019-10-05,664,49,8,250.4
1834,2019-10-05,152,11,17,364.99
1835,2019-10-05,627,9,11,330.11
1836,2019-10-05,634,36,11,152.13
1837,2019-10-05,442,12,18,406.08
1838,2019-10-05,668,53,3,208.86
1839,2019-10-05,240,32,17,1130.16
1840,2019-10-05,148,38,3,65.94
1841,2019-10-05,975,44,16,368.0
1842,2019-10-05,387,58,7,511.35
1843,2019-10-05,629,42,18,1575.18
1844,2019-10-05,225,57,7,465.99
1845,2019-10-05,755,48,13,476.71
1846,2019-10-05,357,45,10,457.7
1847,2019-10-05,742,46,19,1165.46
1848,2019-10-05,980,30,19,436.24
1849,2019-10-05,529,28,7,197.68
1850,2019-10-05,222,31,10,557.7
1851,2019-10-05,585,60,16,659.52
1852,2019-10-05,323,37,1,57.03
1853,2019-10-05,239,39,7,262.15
1854,2019-10-05,152,43,12,488.28
1855,2019-10-05,68,40,15,1189.65
1856,2019-10-05,827,44,8,245.36
1857,2019-10-05,47,18,16,901.28
1858,2019-10-05,560,10,12,961.08
1859,2019-10-06,76,17,1,33.78
1860,2019-10-06,793,31,6,334.62
1861,2019-10-06,649,32,7,646.31
1862,2019-10-06,84,59,18,1337.04
1863,2019-10-06,387,38,11,241.78
1864,2019-10-06,432,27,9,341.37
1865,2019-10-06,567,52,20,1974.8
1866,2019-10-06,255,40,7,555.17
1867,2019-10-06,175,53,4,174.8
1868,2019-10-06,788,42,4,350.04
1869,2019-10-06,109,21,11,945.56
1870,2019-10-06,494,52,11,1086.14
1871,2019-10-06,693,11,18,386.46
1872,2019-10-06,704,34,3,298.62
1873,2019-10-06,730,9,16,480.16
1874,2019-10-06,174,40,12,951.72
1875,2019-10-06,630,1,10,63.6
1876,2019-10-06,658,44,7,214.69
1877,2019-10-06,828,54,12,453.48
1878,2019-10-06,214,7,17,185.81
1879,2019-10-06,42,20,16,1392.8
1880,2019-10-06,167,9,3,90.03
1881,2019-10-06,167,21,8,723.84
1882,2019-10-06,476,14,14,1391.6
1883,2019-10-06,501,55,15,128.25
1884,2019-10-06,207,43,9,366.21
1885,2019-10-06,584,27,10,360.3
1886,2019-10-06,288,45,10,457.7
1887,2019-10-06,801,27,1,36.51
1888,2019-10-06,171,43,16,651.04
1889,2019-10-06,124,5,11,961.29
1890,2019-11-03,744,24,6,187.56
1891,2019-11-03,136,36,17,235.11
1892,2019-11-03,563,17,2,67.56
1893,2019-11-03,70,36,17,235.11
1894,2019-11-03,781,28,17,480.08
1895,2019-11-03,620,32,19,1754.27
1896,2019-11-03,85,35,7,669.76
1897,2019-11-03,749,1,8,42.72
1898,2019-11-03,97,28,1,18.92
1899,2019-11-03,829,25,17,1252.9
1900,2019-11-03,812,38,6,131.88
1901,2019-11-03,92,16,17,942.65
1902,2019-11-03,529,23,4,65.08
1903,2019-11-03,81,47,11,531.52
1904,2019-11-03,1,19,5,62.8
1905,2019-11-03,269,31,8,446.16
1906,2019-11-03,890,59,20,1485.6
1907,2019-11-03,34,34,12,1194.48
1908,2019-11-03,442,12,4,170.24
1909,2019-11-03,347,57,9,481.77
1910,2019-11-03,131,9,6,180.06
1911,2019-11-03,199,2,3,257.22
1912,2019-11-03,708,47,10,415.6
1913,2019-11-03,349,14,13,1292.2
1914,2019-11-03,424,18,4,225.32
1915,2019-11-03,729,31,17,635.29
1916,2019-11-03,915,50,6,268.74
1917,2019-11-03,593,49,20,1252.0
1918,2019-11-03,271,47,17,821.44
1919,2019-11-03,835,33,13,1068.86
1920,2019-11-03,193,28,10,282.4
1921,2019-11-03,151,8,10,421.9
1922,2019-11-03,920,60,9,370.98
1923,2019-11-03,445,2,9,771.66
1924,2019-11-03,258,48,8,293.36
1925,2019-11-03,279,46,10,613.4
1926,2019-11-03,756,22,10,602.6
1927,2019-11-03,531,53,12,888.72
1928,2019-11-03,344,22,17,1024.42
1929,2019-11-03,90,32,15,1384.95
1930,2019-11-03,569,52,1,98.74
1931,2019-11-03,400,4,5,340.8
1932,2019-11-03,372,23,20,302.6
1933,2019-11-03,764,20,11,957.55
1934,2019-11-04,92,49,4,250.4
1935,2019-11-04,540,6,11,818.62
1936,2019-11-04,130,55,15,109.05
1937,2019-11-04,38,47,19,918.08
1938,2019-11-04,835,48,9,330.03
1939,2019-11-04,781,40,7,555.17
1940,2019-11-04,641,46,12,736.08
1941,2019-11-04,781,60,7,288.54
1942,2019-11-04,582,36,3,41.49
1943,2019-11-04,339,6,9,892.98
1944,2019-11-04,27,49,11,688.6
1945,2019-11-04,377,5,11,893.97
1946,2019-11-04,431,12,1,42.56
1947,2019-11-04,129,10,10,649.6
1948,2019-11-04,922,52,19,1876.06
1949,2019-11-04,288,31,7,390.39
1950,2019-11-04,742,26,17,1431.4
1951,2019-11-04,176,26,14,1178.8
1952,2019-11-04,113,18,1,56.33
1953,2019-11-04,757,24,11,343.86
1954,2019-11-04,94,27,8,208.64
1955,2019-11-04,535,37,1,61.99
1956,2019-11-04,179,2,1,85.74
1957,2019-11-04,582,31,13,725.01
1958,2019-11-04,31,60,15,618.3
1959,2019-11-04,41,6,10,992.2
1960,2019-11-04,403,35,18,1722.24
1961,2019-11-04,927,27,7,321.93
1962,2019-11-04,890,42,8,623.04
1963,2019-11-04,574,4,5,340.8
1964,2019-11-04,283,3,20,1308.0
1965,2019-11-04,874,2,17,1442.96
1966,2019-11-04,914,39,20,749.0
1967,2019-11-04,601,44,14,429.38
1968,2019-11-04,641,36,1,12.72
1969,2019-11-04,564,38,4,87.92
1970,2019-11-04,573,57,11,649.22
1971,2019-11-04,814,22,20,1205.2
1972,2019-11-04,547,32,14,1292.62
1973,2019-11-04,499,14,19,1888.6
1974,2019-11-04,227,20,10,644.2
1975,2019-11-04,852,43,12,488.28
1976,2019-11-04,369,25,20,1474.0
1977,2019-11-04,802,32,16,1477.28
1978,2019-11-04,121,25,3,179.1
1979,2019-11-04,282,20,1,81.83
1980,2019-11-04,327,32,8,657.36
1981,2019-11-04,699,15,5,70.65
1982,2019-11-04,361,42,9,787.59
1983,2019-11-04,450,17,6,202.68
1984,2019-11-04,140,44,12,368.04
1985,2019-11-04,809,39,5,103.0
1986,2019-11-04,668,8,16,675.04
1987,2019-11-04,885,7,10,138.3
1988,2019-11-04,781,26,4,336.8
1989,2019-11-04,480,5,17,1158.72
1990,2019-11-05,285,48,5,183.35
1991,2019-11-05,57,8,16,675.04
1992,2019-11-05,504,7,3,41.49
1993,2019-11-05,807,13,15,298.5
1994,2019-11-05,753,33,16,1315.52
1995,2019-11-05,752,55,8,68.4
1996,2019-11-05,91,46,7,300.58
1997,2019-11-05,89,38,17,373.66
1998,2019-11-05,721,40,7,555.17
1999,2019-11-05,495,60,16,659.52
2000,2019-11-05,872,30,15,344.4
2001,2019-11-05,247,44,3,74.52
2002,2019-11-05,993,44,15,460.05
2003,2019-11-05,387,53,9,666.54
2004,2019-11-05,924,56,7,143.71
2005,2019-11-05,823,3,20,1308.0
2006,2019-11-05,991,30,2,45.92
2007,2019-11-05,977,44,1,30.67
2008,2019-11-05,28,15,6,84.78
2009,2019-11-05,485,27,9,426.69
2010,2019-11-05,274,23,2,32.54
2011,2019-11-05,319,41,13,849.55
2012,2019-11-05,918,26,20,1684.0
2013,2019-11-05,326,53,12,888.72
2014,2019-11-05,62,53,7,518.42
2015,2019-11-05,103,7,7,96.81
2016,2019-11-05,27,21,16,1447.68
2017,2019-11-05,779,43,7,284.83
2018,2019-11-05,885,7,17,235.11
2019,2019-11-05,251,45,5,228.85
2020,2019-11-05,865,44,7,214.69
2021,2019-11-05,410,47,8,386.56
2022,2019-11-05,534,38,2,43.96
2023,2019-11-05,973,27,7,331.87
2024,2019-11-05,782,41,10,653.5
2025,2019-11-05,64,47,2,66.68
2026,2019-11-05,290,16,16,887.2
2027,2019-11-05,219,4,6,408.96
2028,2019-11-05,205,5,15,1310.85
2029,2019-11-05,702,5,9,786.51
2030,2019-11-05,299,8,17,717.23
2031,2019-11-05,960,46,6,235.56
2032,2019-11-05,199,44,8,245.36
2033,2019-11-05,784,23,19,309.13
2034,2019-11-05,227,27,6,201.96
2035,2019-11-05,677,51,17,1280.44
2036,2019-11-05,59,36,14,193.62
2037,2019-11-05,882,40,13,1031.03
2038,2019-11-05,676,24,7,218.82
2039,2019-11-05,575,16,1,55.45
2040,2019-11-05,763,27,18,665.64
2041,2019-11-05,999,54,17,642.43
2042,2019-11-06,865,12,18,559.26
2043,2019-11-06,274,44,19,355.49
2044,2019-11-06,719,24,15,468.9
2045,2019-11-06,423,49,6,375.6
2046,2019-11-06,703,37,16,991.84
2047,2019-11-06,243,18,19,1070.27
2048,2019-11-06,419,39,12,449.4
2049,2019-11-06,124,40,7,555.17
2050,2019-11-06,637,20,1,87.05
2051,2019-11-06,788,9,8,240.08
2052,2019-11-06,67,23,9,146.43
2053,2019-11-06,445,29,15,888.45
2054,2019-11-06,435,32,13,1116.31
2055,2019-11-06,59,1,2,12.72
2056,2019-11-06,41,16,12,425.88
2057,2019-11-06,293,55,3,25.65
2058,2019-11-06,353,3,3,184.44
2059,2019-11-06,853,30,9,206.64
2060,2019-11-06,916,24,9,281.34
2061,2019-11-06,497,39,18,674.1
2062,2019-11-06,680,33,2,164.44
2063,2019-11-06,661,40,7,555.17
2064,2019-11-06,885,6,6,511.98
2065,2019-11-06,597,3,7,389.13
2066,2019-11-06,846,56,8,164.24
2067,2019-11-06,354,27,16,758.56
2068,2019-11-06,202,27,4,189.64
2069,2019-11-06,786,8,15,632.85
2070,2019-11-06,795,10,7,622.93
2071,2019-11-06,768,35,18,1722.24
2072,2019-11-06,123,3,1,65.4
2073,2019-11-06,179,23,9,146.43
2074,2019-11-06,936,49,15,939.0
2075,2019-11-06,551,24,9,157.59
2076,2019-11-06,362,10,6,517.92
2077,2019-11-06,973,21,17,1492.09
2078,2019-11-06,185,18,17,957.61
2079,2019-11-06,691,9,5,150.05
2080,2019-11-06,281,24,7,218.82
2081,2019-11-06,972,21,14,937.44
2082,2019-11-06,207,18,7,394.31
2083,2019-11-06,528,15,11,155.43
2084,2019-11-06,622,18,1,56.33
2085,2019-11-06,550,41,14,914.9
2086,2019-11-06,762,32,17,1569.61
2087,2019-11-06,831,39,10,374.5
2088,2019-11-06,523,33,11,904.42
2089,2019-12-03,196,34,4,254.84
2090,2019-12-03,607,35,20,1913.6
2091,2019-12-03,844,46,1,61.34
2092,2019-12-03,568,38,15,329.7
2093,2019-12-03,360,40,15,1189.65
2094,2019-12-03,258,40,4,269.64
2095,2019-12-03,913,52,18,1368.54
2096,2019-12-03,651,52,5,493.7
2097,2019-12-03,59,44,18,552.06
2098,2019-12-03,995,19,7,95.9
2099,2019-12-03,190,43,15,610.35
2100,2019-12-03,814,12,15,638.4
2101,2019-12-03,842,54,8,302.32
2102,2019-12-03,675,53,6,444.36
2103,2019-12-03,946,36,20,276.6
2104,2019-12-03,201,38,17,194.31
2105,2019-12-03,162,18,15,844.95
2106,2019-12-03,92,31,4,223.08
2107,2019-12-03,998,8,13,548.47
2108,2019-12-03,372,53,8,592.48
2109,2019-12-03,75,3,7,457.8
2110,2019-12-03,622,59,7,519.96
2111,2019-12-03,712,34,14,933.66
2112,2019-12-03,239,7,16,221.28
2113,2019-12-03,560,37,4,247.96
2114,2019-12-03,195,25,16,1179.2
2115,2019-12-03,270,23,20,325.4
2116,2019-12-03,75,13,15,298.5
2117,2019-12-03,687,25,1,73.7
2118,2019-12-03,338,34,6,597.24
2119,2019-12-03,672,35,14,1339.52
2120,2019-12-03,874,30,13,298.48
2121,2019-12-03,395,31,9,501.93
2122,2019-12-03,715,8,13,548.47
2123,2019-12-03,779,54,7,264.53
2124,2019-12-03,685,35,17,1626.56
2125,2019-12-03,825,10,10,889.9
2126,2019-12-03,65,18,6,337.98
2127,2019-12-03,712,17,12,405.36
2128,2019-12-03,481,3,12,596.4
2129,2019-12-03,781,48,3,110.01
2130,2019-12-03,33,34,19,1891.26
2131,2019-12-03,897,9,3,90.03
2132,2019-12-03,866,10,2,177.98
2133,2019-12-03,155,56,13,266.89
2134,2019-12-03,48,13,11,218.9
2135,2019-12-03,112,21,13,1176.24
2136,2019-12-03,7,57,13,892.19
2137,2019-12-04,6,1,6,38.16
2138,2019-12-04,266,18,17,957.61
2139,2019-12-04,700,29,7,414.61
2140,2019-12-04,538,46,1,60.11
2141,2019-12-04,37,19,18,410.94
2142,2019-12-04,390,37,10,564.1
2143,2019-12-04,42,60,9,370.98
2144,2019-12-04,614,39,11,411.95
2145,2019-12-04,389,15,11,155.43
2146,2019-12-04,961,18,5,247.85
2147,2019-12-04,800,55,17,77.01
2148,2019-12-04,219,37,7,329.77
2149,2019-12-04,222,44,5,153.35
2150,2019-12-04,392,9,20,600.2
2151,2019-12-04,621,57,9,395.28
2152,2019-12-04,29,17,19,641.82
2153,2019-12-04,738,59,14,1039.92
2154,2019-12-04,248,19,9,205.47
2155,2019-12-04,998,15,6,84.78
2156,2019-12-04,291,4,17,1158.72
2157,2019-12-04,436,55,2,17.1
2158,2019-12-04,688,16,20,1020.2
2159,2019-12-04,810,24,4,116.28
2160,2019-12-04,870,31,2,104.84
2161,2019-12-04,132,3,6,392.4
2162,2019-12-04,104,35,18,1722.24
2163,2019-12-04,924,9,14,420.14
2164,2019-12-04,970,2,18,1543.32
2165,2019-12-04,23,53,4,296.24
2166,2019-12-04,759,21,15,1357.2
2167,2019-12-04,508,57,7,480.41
2168,2019-12-04,226,45,9,411.93
2169,2019-12-04,599,25,10,737.0
2170,2019-12-04,721,20,13,1131.65
2171,2019-12-04,364,29,15,888.45
2172,2019-12-04,671,58,14,1022.7
2173,2019-12-04,870,35,7,669.76
2174,2019-12-04,859,32,19,1754.27
2175,2019-12-04,50,58,11,803.55
2176,2019-12-04,264,55,6,51.3
2177,2019-12-04,437,14,14,1391.6
2178,2019-12-04,955,37,13,805.87
2179,2019-12-04,226,53,3,222.18
2180,2019-12-04,311,6,8,793.76
2181,2019-12-04,385,37,4,247.96
2182,2019-12-04,981,21,14,1266.72
2183,2019-12-04,23,11,7,150.29
2184,2019-12-04,203,12,14,595.84
2185,2019-12-04,35,53,11,814.66
2186,2019-12-04,940,7,17,235.11
